# English text from the static pages, tab, Russian translation.
enables. They share one set of sessions, so a conversation started in a chat is live in the web UI and can be continued in either.	. Они используют общие сессии, поэтому разговор, начатый в чате, виден в веб-интерфейсе и может быть продолжен там или в чате.
How do I run Coddy on more than one machine?	Как запустить Coddy на нескольких компьютерах?
Run	Запустите
on each machine and enable the swarm relay on one of them: it lists every node's sessions in one place, routes to nodes across rings, and pulls in machines that can only dial out through a reverse tunnel. The console,	на каждом компьютере и включите ретранслятор узлов на одном из них: он объединит сессии, будет маршрутизировать запросы и подключит узлы, доступные только через исходящее соединение, по обратному туннелю. Консоль,
, and the web UI can also drive a single remote server with	и веб-интерфейс также могут работать с отдельным удалённым сервером через
keeps a server running in the background with	оставляет сервер работать в фоне через
How is Coddy different from other coding agents?	Чем Coddy отличается от других агентов для программирования?
It is provider-agnostic and self-hosted by design: one MIT-licensed binary with no runtime dependencies, your own keys or local models, and one set of sessions shared by the terminal, web UI, editor, Telegram, and scheduler. It reads Cursor-style rules, skills, and	Coddy не привязан к провайдеру и рассчитан на собственный сервер: один бинарник под лицензией MIT без зависимостей от среды выполнения, ваши ключи или локальные модели и общие сессии для терминала, веб-интерфейса, редактора, Telegram и планировщика. Он читает правила и навыки в стиле Cursor, а также
from the repository, so it fits projects already set up for other agents. A side-by-side comparison with nineteen other harnesses is published at	из репозитория, поэтому подходит проектам, уже настроенным для других агентов. Сравнение с девятнадцатью другими платформами опубликовано по адресу
Comparison	Сравнение
Twenty harnesses side by side. What they are written in, where you can talk to them, how you extend them, what they do to a long session, and what stops them from running something you did not ask for. Coddy is one row among nineteen others, including the places where it loses.	Двадцать агентных сред рядом: на чём они написаны, через какие интерфейсы работают, как расширяются, что делают с длинной сессией и что мешает им выполнять нежелательные действия. Coddy — одна строка среди девятнадцати других, включая его слабые стороны.
Compiled September 2026. Coddy read straight from its own source at v1.0.8; every other project from its repository, docs and current reviews. The Koda and Drift rows were added on 12 September 2026.	Составлено в сентябре 2026 года. Сведения о Coddy проверены по исходникам версии v1.0.8, об остальных проектах — по их репозиториям, документации и актуальным обзорам. Строки Koda и Drift добавлены 12 сентября 2026 года.
Sources at the bottom.	Источники приведены ниже.
Coddy at a glance	Coddy в цифрах
1 binary	1 бинарник
Static Go, no runtime, distroless-ready	Статический Go, без среды выполнения, подходит для distroless
4 surfaces	4 интерфейса
Terminal, editor over ACP, web UI, Telegram	Терминал, редактор по ACP, веб-интерфейс, Telegram
288 scenarios	288 сценариев
Gherkin specs across 59 feature files	Спецификации Gherkin в 59 файлах функций
17 tag builds	17 вариантов сборки
Test matrix green on every build-tag combination	Все сочетания тегов сборки проходят тесты
Behind those numbers: 79k lines of Go, 71k lines of tests in 254 files, 1583 test functions, and an embedded SPA of 49k lines of TypeScript. Counted on v1.0.8.	За этими цифрами: 79 тыс. строк Go, 71 тыс. строк тестов в 254 файлах, 1583 тестовые функции и встроенное SPA из 49 тыс. строк TypeScript. Подсчёт для v1.0.8.
What Coddy is, in one section	Что такое Coddy — кратко
Coddy calls itself a	Coddy называет себя
harness	платформой для агентов
and means it. The core is protocol plumbing - an ACP JSON-RPC server, a session manager, configuration, MCP wiring - plus a ReAct loop over swappable LLM providers. The coding agent is a product profile on top, assembled from prompts and a default toolset. Change the prompt and the toolset and the same core becomes a different agent.	не случайно. Основа объединяет протоколы — сервер ACP JSON-RPC, менеджер сессий, конфигурацию и MCP — с циклом ReAct поверх сменяемых провайдеров LLM. Агент для программирования — один из профилей с собственными инструкциями и набором инструментов. Измените их, и та же основа станет другим агентом.
The practical consequence is delivery. One static Go binary drops into	Это влияет на развёртывание: один статический Go-бинарник помещается в
with no system shell. The	без системной оболочки. Инструменты
tools use system ripgrep when it exists and fall back to built-in Go implementations when it does not, so the agent still works in a container that holds nothing but the agent.	используют системный ripgrep, если он есть, иначе переходят на встроенную реализацию Go. Поэтому агент работает даже в контейнере без дополнительных программ.
Every entry point shares one	Все точки входа используют общую
: 	:
for editors, bare	для редакторов, обычный
for the terminal console, and	для терминальной консоли и
for the REST gateway, the embedded web UI and the messengers, in one process. A session started in the terminal opens in a browser and continues in an editor, because the session bundle lives in one place on disk. On top of that,	для REST-шлюза, встроенного веб-интерфейса и мессенджеров в одном процессе. Начатая в терминале сессия открывается в браузере и продолжается в редакторе, потому что её данные хранятся в одном месте на диске. Кроме того,
points the console or ACP at a running server elsewhere.	подключает консоль или ACP к удалённому серверу.
A few mechanisms are worth naming because they rarely show up elsewhere.	Несколько механизмов заслуживают отдельного упоминания: в других системах они встречаются редко.
Result eviction	Удаление устаревших результатов
collapses stale	заменяет устаревший вывод
output into placeholders in the projection sent to the model, while	заглушками в контексте модели, а
lets the model pin what it still needs. The	позволяет модели закрепить нужные данные. Встроенный
loop guard	ограничитель циклов
cuts a stream that degenerates into repetition and stops re-running a tool called with byte-identical arguments. On a rate limit the resilient wrapper raises a typed	останавливает повторяющийся поток и не допускает повторного запуска инструмента с идентичными аргументами. При ограничении частоты запросов обёртка выдаёт типизированную ошибку
, and with	, а с
the turn sleeps until the quota returns and then replays the very same call.	ход ждёт восстановления квоты и повторяет тот же вызов.
gives the agent staged, uci-style commands over its own YAML, where nothing touches the file until a commit you approve, which validates, snapshots and hot-reloads.	даёт агенту поэтапные команды для собственного YAML в стиле UCI. Файл меняется только после подтверждённого вами коммита, который проверяет данные, создаёт снимок и применяет настройки без перезапуска.
How the field splits	Как устроен рынок
By mid-2026 the genre had separated into four camps, and comparing them on one set of axes only confuses things.	К середине 2026 года выделились четыре группы. Их прямое сравнение без учёта назначения может вводить в заблуждение.
Lab CLIs	CLI разработчиков моделей
- Claude Code, Codex CLI, Antigravity CLI, Grok Build, Qwen Code, Kimi CLI. Built by the model vendors, they set the conventions (	— Claude Code, Codex CLI, Antigravity CLI, Grok Build, Qwen Code, Kimi CLI. Их создают поставщики моделей; эти инструменты задают стандарты (
, MCP, skills) and live next to a subscription.	, MCP, навыки) и обычно связаны с подпиской.
General-purpose open harnesses	Открытые универсальные платформы
- OpenCode, Pi, OMP, DeepSeek Harness, Crush, Reasonix, CodeWhale, Goose, Aider, Cline, OpenHands, Continue and Coddy. This is where the feature race actually happens.	— OpenCode, Pi, OMP, DeepSeek Harness, Crush, Reasonix, CodeWhale, Goose, Aider, Cline, OpenHands, Continue и Coddy. Именно здесь особенно заметна конкуренция возможностей.
Personal assistant gateways	Шлюзы персональных помощников
- OpenClaw, Hermes Agent and a swarm of clones. Their premise is that a personal agent hits the gateway problem before it hits the model problem, so the first thing they build is a process owning channels, queues, sessions and memory, with the model attached to the side.	— OpenClaw, Hermes Agent и множество подобных проектов. Для персонального агента сначала важны каналы связи, очереди, сессии и память; модель подключается к этому ядру.
Commercial platforms	Коммерческие платформы
- Amp, Cursor CLI, Factory Droid, Devin. They sell team workflows, parallelism and tracker integrations.	— Amp, Cursor CLI, Factory Droid, Devin. Они предлагают командные процессы, параллельную работу и интеграцию с трекерами задач.
Two rows from the Russian market joined the tables on 12 September, one on each side of that split.	12 сентября в таблицы добавились два продукта российского рынка из разных групп.
is a closed subscription product from the former GigaCode team: an IDE plugin forked from Continue, a CLI forked from Gemini CLI that its own desktop app drives over ACP, and a Telegram remote for both.	— закрытый продукт по подписке от бывшей команды GigaCode: плагин IDE на основе Continue, CLI на основе Gemini CLI, настольное приложение, управляющее CLI через ACP, и удалённый доступ через Telegram.
is the personal agent NeuralDeep bundles with its hub subscription: a hosted service with a Telegram bot, a web app and an OpenAI-compatible API, every user in a Docker container of their own, and an open-source release announced for this year.	— персональный агент NeuralDeep в составе подписки на платформу: размещённый сервис с ботом Telegram, веб-приложением и API, совместимым с OpenAI. Каждому пользователю выделяется отдельный Docker-контейнер; открытие исходного кода анонсировано на этот год.
Two events shaped the year. Google switched Gemini CLI off for individual accounts on 18 June and moved everyone to the closed, Go-based Antigravity CLI, breaking CI pipelines on the way and cutting the free tier from a thousand requests a day to roughly twenty. And in March the Claude Code sources leaked, which produced Claw Code, a clean-room rewrite in Python and Rust that set a GitHub record for star velocity. The second story does not affect the technical picture, but it explains why 2026 star counts jump around so much.	На события года повлияли два случая. 18 июня Google отключила Gemini CLI для личных аккаунтов и перевела пользователей на закрытый Antigravity CLI на Go: это нарушило работу некоторых CI-процессов и сократило бесплатный лимит примерно с тысячи до двадцати запросов в день. В марте произошла утечка исходников Claude Code, после чего появилась независимая реализация Claw Code на Python и Rust, быстро набравшая звёзды на GitHub. Вторая история не меняет техническое сравнение, но объясняет скачки популярности в 2026 году.
The tables	Таблицы
Five views over the same twenty harnesses. Cells read "no data" where a project does not document the answer; guessing would be worse than an honest gap. Tables scroll sideways on narrow screens.	Пять взглядов на одни и те же двадцать платформ. Если проект не документирует свойство, в ячейке указано «нет данных». На узких экранах таблицы прокручиваются по горизонтали.
Foundation and delivery	Основа и распространение
What each harness is written in, how it is licensed, and how it reaches your machine.	Язык реализации, лицензия и способ установки каждого проекта.
Surfaces	Интерфейсы
Where you can actually talk to the agent, and whether those entry points share one set of sessions.	Через какие интерфейсы можно работать с агентом и используют ли они общие сессии.
Extensibility	Расширяемость
How you teach a harness about your project and plug new capabilities into it.	Как сообщить агенту сведения о проекте и добавить новые возможности.
Context, memory and autonomy	Контекст, память и автономность
What happens to a long session, and how much work a harness can carry without you watching.	Что происходит с длинной сессией и сколько работы агент выполняет самостоятельно.
Security and trust	Безопасность и доверие
What stops an agent, or a repository you just cloned, from doing something you did not ask for.	Что мешает агенту или только что клонированному репозиторию выполнять нежелательные действия.
Star counts are orders of magnitude. Directories disagree by tens of thousands because the snapshots were taken on different days, and this field grew in jumps through 2026.	Количество звёзд указано приблизительно. Разные каталоги могут расходиться на десятки тысяч: снимки сделаны в разные дни, а в 2026 году популярность этих проектов росла скачками.
Where Coddy wins, where it lags	Преимущества и ограничения Coddy
Strengths	Сильные стороны
Density per binary	Возможности в одном бинарнике
Six of the twenty ship as one static file with no runtime. Only Coddy also carries the web UI, the scheduler, long-term memory and a messenger gateway inside that same file, switched on with build tags.	Шесть из двадцати проектов поставляются одним статическим файлом без среды выполнения. Только Coddy включает в этот же файл веб-интерфейс, планировщик, долговременную память и шлюз мессенджера, включаемые тегами сборки.
Breadth of surfaces over shared state	Множество интерфейсов с общими сессиями
Reasonix matches the four-surface layout, but trades the messenger gateway for a QQ channel. Koda reaches a terminal, editors, a desktop app and Telegram too, but its plugin and its CLI are two different forks with separate sessions. Gateway assistants have more channels and weaker coding, and no ACP.	Reasonix тоже предлагает четыре интерфейса, но вместо шлюза мессенджера использует канал QQ. Koda работает в терминале, редакторах, настольном приложении и Telegram, однако её плагин и CLI — разные форки с отдельными сессиями. У персональных шлюзов больше каналов связи, но слабее средства разработки и нет ACP.
